TC ID,Objective,Test Steps,Expected Result,Actual Result
TC ID - 229,Verify Remote Commands are extracted and displayed correctly after analysis.,"1. Analyze a GEM Manual document successfully
2. Click on the 'Remote Commands' tab below the document list
3. Review the extracted records such as RCMD and Description","1. Document analysis completes with Status 'completed'
2. Remote Commands tab opens and loads extracted data
3. Remote Commands grid displays RCMD values (e.g., START_IMPLANT, ABORT_IMPLANT, PAUSE_IMPLANT) with matching Description text","1. Document analysis completed with Status 'completed'
2. Remote Commands tab opened and loaded extracted data
3. Remote Commands grid displayed RCMD values with matching Description text correctly, e.g., START_IMPLANT, ABORT_IMPLANT, PAUSE_IMPLANT"
TC ID - 230,Verify States are extracted and displayed correctly after analysis.,"1. Analyze a GEM Manual document successfully
2. Click on the 'States' tab below the document list
3. Review the extracted records","1. Document analysis completes with Status 'completed'
2. States tab opens and loads extracted data
3. States grid displays extracted state model records with relevant columns populated correctly","1. Document analysis completed with Status 'completed'
2. States tab opened and loaded extracted data
3. States grid displayed extracted state model records with relevant columns populated correctly"
TC ID - 231,Verify Reports are extracted and displayed correctly after analysis.,"1. Analyze a GEM Manual document successfully
2. Click on the 'Reports' tab below the document list
3. Review the extracted records","1. Document analysis completes with Status 'completed'
2. Reports tab opens and loads extracted data
3. Reports grid displays extracted RPTID records with relevant columns populated correctly","1. Document analysis completed with Status 'completed'
2. Reports tab opened and loaded extracted data
3. Reports grid displayed extracted RPTID records with relevant columns populated correctly"
TC ID - 232,Verify the checkboxes in Status Variables work correctly.,"1. Navigate to the 'Status Variables' tab after analysis
2. Click the header checkbox to select/deselect all rows
3. Click an individual row checkbox to toggle its selection","1. Status Variables grid displays records each with a row checkbox and a header checkbox
2. Header checkbox selects or deselects all rows accordingly
3. Individual row checkbox toggles that row's selection independently without affecting other rows","1. Status Variables grid displayed records with row and header checkboxes as expected
2. Header checkbox selected/deselected all rows correctly
3. Individual row checkbox toggled selection independently as expected"
TC ID - 233,Verify the checkboxes in Data Variables work correctly.,"1. Navigate to the 'Data Variables' tab after analysis
2. Click the header checkbox to select/deselect all rows
3. Click an individual row checkbox to toggle its selection","1. Data Variables grid displays records each with a row checkbox and a header checkbox
2. Header checkbox selects or deselects all rows accordingly
3. Individual row checkbox toggles that row's selection independently without affecting other rows","1. Data Variables grid displayed records with row and header checkboxes as expected
2. Header checkbox selected/deselected all rows correctly
3. Individual row checkbox toggled selection independently as expected"
TC ID - 234,Verify the checkboxes in Events work correctly.,"1. Navigate to the 'Events' tab after analysis
2. Click the header checkbox to select/deselect all rows
3. Click an individual row checkbox to toggle its selection","1. Events grid displays records each with a row checkbox and a header checkbox
2. Header checkbox selects or deselects all rows accordingly
3. Individual row checkbox toggles that row's selection independently without affecting other rows","1. Events grid displayed records with row and header checkboxes as expected
2. Header checkbox selected/deselected all rows correctly
3. Individual row checkbox toggled selection independently as expected"
TC ID - 235,Verify the checkboxes in Alarms work correctly.,"1. Navigate to the 'Alarms' tab after analysis
2. Click the header checkbox to select/deselect all rows
3. Click an individual row checkbox to toggle its selection","1. Alarms grid displays records each with a row checkbox and a header checkbox
2. Header checkbox selects or deselects all rows accordingly
3. Individual row checkbox toggles that row's selection independently without affecting other rows","1. Alarms grid displayed records with row and header checkboxes as expected
2. Header checkbox selected/deselected all rows correctly
3. Individual row checkbox toggled selection independently as expected"
TC ID - 236,Verify the checkboxes in Remote Commands work correctly.,"1. Navigate to the 'Remote Commands' tab after analysis
2. Click the header checkbox to select/deselect all RCMD rows
3. Click an individual row checkbox (e.g., 'START_IMPLANT') to toggle its selection","1. Remote Commands grid displays RCMD records each with a row checkbox and a header checkbox, all checked by default
2. Header checkbox selects or deselects all RCMD rows accordingly
3. Individual row checkbox toggles that row's selection independently without affecting other rows","1. Remote Commands grid displayed RCMD records with row and header checkboxes checked by default as expected
2. Header checkbox selected/deselected all RCMD rows correctly
3. Individual row checkbox toggled selection independently as expected"
TC ID - 237,Verify the checkboxes in States work correctly.,"1. Navigate to the 'States' tab after analysis
2. Click the header checkbox to select/deselect all rows
3. Click an individual row checkbox to toggle its selection","1. States grid displays records each with a row checkbox and a header checkbox
2. Header checkbox selects or deselects all rows accordingly
3. Individual row checkbox toggles that row's selection independently without affecting other rows","1. States grid displayed records with row and header checkboxes as expected
2. Header checkbox selected/deselected all rows correctly
3. Individual row checkbox toggled selection independently as expected"
TC ID - 238,Verify the checkboxes in Reports work correctly.,"1. Navigate to the 'Reports' tab after analysis
2. Click the header checkbox to select/deselect all rows
3. Click an individual row checkbox to toggle its selection","1. Reports grid displays records each with a row checkbox and a header checkbox
2. Header checkbox selects or deselects all rows accordingly
3. Individual row checkbox toggles that row's selection independently without affecting other rows","1. Reports grid displayed records with row and header checkboxes as expected
2. Header checkbox selected/deselected all rows correctly
3. Individual row checkbox toggled selection independently as expected"
TC ID - 239,Verify clicking the Delete button displays the delete confirmation popup.,"1. Navigate to WorkSpace > Upload Document tab with at least one uploaded document
2. Click the 'Delete' button on the row for 'imp_he2000_user_manual.pdf'","1. Document list displays the uploaded document with Analyze and Delete action buttons
2. A 'Delete Document' confirmation popup is displayed with the message ""Are you sure you want to delete 'imp_he2000_user_manual.pdf'?"" along with Yes and No buttons","1. Document list displayed the uploaded document with Analyze and Delete action buttons
2. 'Delete Document' confirmation popup displayed with the correct message and Yes/No buttons as expected"
TC ID - 240,Verify clicking No closes the confirmation popup without deleting the document.,"1. Click the 'Delete' button for a document to trigger the confirmation popup
2. Click the 'No' button on the Delete Document popup
3. Verify the document still appears in the document list","1. Delete Document confirmation popup is displayed
2. Popup closes without performing any delete action
3. Document remains listed in the document list, unchanged","1. Delete Document confirmation popup displayed
2. Popup closed without performing any delete action
3. Document remained listed in the document list, unchanged as expected"
TC ID - 241,Verify clicking Yes deletes the selected document successfully.,"1. Click the 'Delete' button for a document to trigger the confirmation popup
2. Click the 'Yes' button on the Delete Document popup
3. Verify the document list after the popup closes","1. Delete Document confirmation popup is displayed
2. Delete request is processed for the selected document
3. Document is removed from the document list successfully","1. Delete Document confirmation popup displayed
2. Delete request processed for the selected document
3. Document removed from the document list successfully as expected"
TC ID - 242,Verify clicking Delete Selected removes the selected extracted records successfully.,"1. Navigate to any extraction tab (e.g., Alarms) after analysis
2. Select one or more record checkboxes to be removed
3. Click the 'Delete Selected' button","1. Extraction tab displays records with selectable checkboxes
2. Desired records are checked for deletion
3. Selected records are removed from the grid successfully and the list refreshes","1. Extraction tab displayed records with selectable checkboxes
2. Desired records were checked for deletion
3. Delete Selected button did not respond; selected records remained in the grid and list did not refresh"
TC ID - 243,Verify the Extraction page loads successfully.,"1. Login to Brace Link Integration Platform
2. Select project 'TestImplantation' from Current Project dropdown
3. Click on 'WorkSpace' in left navigation menu
4. Click on 'Extraction' tab","1. User is logged in successfully
2. Project 'TestImplantation' is selected as Current Project
3. WorkSpace page opens
4. Extraction page loads with Total Documents, Total Records Extracted and data tabs visible","1. User logged in successfully
2. Project 'TestImplantation' selected as Current Project
3. WorkSpace page opened
4. Extraction page loaded with all fields and tabs visible"
TC ID - 244,Verify the Total Documents count is displayed correctly.,"1. Navigate to WorkSpace > Extraction page
2. Observe the 'Total Documents' counter","1. 'Total Documents' field is visible on the page
2. 'Total Documents' displays the correct count of uploaded documents (3)","1. 'Total Documents' field visible on the page
2. 'Total Documents' displayed as 3, matching uploaded documents"
TC ID - 245,Verify the Total Records Extracted count is displayed correctly.,"1. Navigate to WorkSpace > Extraction page
2. Observe the 'Total Records Extracted' counter","1. 'Total Records Extracted' field is visible on the page
2. 'Total Records Extracted' displays the correct total count (252)","1. 'Total Records Extracted' field visible on the page
2. 'Total Records Extracted' displayed as 252, matching extracted records"
TC ID - 246,Verify clicking the Get Data button retrieves the latest extracted records successfully.,"1. Navigate to WorkSpace > Extraction page
2. Enter IP Address '127.0.0.1' in IP Address field
3. Enter Port '5001' in Port field
4. Click on 'Get Data' button","1. IP Address field accepts the entered value
2. Port field accepts the entered value
3. System connects to the specified IP/Port
4. Latest extracted records are retrieved and displayed in respective tabs","1. IP Address field accepted the entered value
2. Port field accepted the entered value
3. System connected to the specified IP/Port
4. Latest extracted records retrieved and displayed successfully"
TC ID - 247,Verify clicking Download Report downloads the extraction report successfully in Excel (.xlsx) format.,"1. Navigate to WorkSpace > Extraction page
2. Click on 'Download Report' button
3. In the 'Save As' dialog, verify the 'Save as type' field
4. Click 'Save' button","1. 'Save As' dialog opens
2. 'Save as type' shows 'Excel Workbook (*.xlsx)'
3. File name defaults to 'ExtractionReport.xlsx'
4. Report is downloaded successfully to the selected location","1. 'Save As' dialog opened
2. 'Save as type' showed 'Excel Workbook (*.xlsx)'
3. File name defaulted to 'ExtractionReport.xlsx'
4. Report downloaded successfully"
TC ID - 248,Verify the downloaded Excel report contains the correct extraction data.,"1. Download the extraction report using 'Download Report' button
2. Open the downloaded 'ExtractionReport.xlsx' file
3. Compare the data in the file with the data shown on the Extraction page tabs","1. File opens successfully in Excel
2. Data is organized in proper columns matching the on-screen tabs
3. Data in the report matches the data displayed on Extraction page (Status Variables, Data Variables, Events, Alarms, Remote Commands, States, Reports)","1. File opened successfully in Excel
2. Data was organized in proper columns matching the on-screen tabs
3. Data in the report matched the data displayed on Extraction page"
TC ID - 249,Verify the Status Variables tab displays extracted records correctly.,"1. Navigate to WorkSpace > Extraction page
2. Click on 'Status Variables' tab
3. Observe the list of records displayed","1. 'Status Variables' tab opens
2. Records are listed with all expected columns
3. Extracted status variable records are displayed correctly","1. 'Status Variables' tab opened
2. Records listed with all expected columns
3. Extracted status variable records displayed correctly"
TC ID - 250,Verify the Alarms tab displays extracted records correctly.,"1. Navigate to WorkSpace > Extraction page
2. Click on 'Alarms' tab
3. Observe the Alarm ID, Alarm Name and Severity columns for records 4001, 4002, 4005, 4006","1. 'Alarms' tab opens
2. Records are listed with Alarm ID, Alarm Name and Severity columns
3. Alarm records (4001-Source_ArcFault, 4002-Source_GasLeak, 4005-EndStn_DoseOverrun, 4006-EndStn_WaferOverheat) display with Severity 'critical'","1. 'Alarms' tab opened
2. Records listed with Alarm ID, Alarm Name and Severity columns
3. Alarm records displayed correctly with correct Alarm ID, Alarm Name and Severity"
TC ID - 251,Verify the Reports tab displays extracted records correctly.,"1. Navigate to WorkSpace > Extraction page
2. Click on 'Reports' tab
3. Observe the list of records displayed","1. 'Reports' tab opens
2. Records are listed with all expected columns
3. Extracted report records are displayed correctly","1. 'Reports' tab opened
2. Records listed with all expected columns
3. Extracted report records displayed correctly"
TC ID - 252,Verify the checkbox selection works correctly in the Remote Commands tab.,"1. Navigate to WorkSpace > Extraction > Remote Commands tab
2. Click the header checkbox to select all records
3. Click an individual row checkbox to deselect a record
4. Observe the checkbox states","1. Header checkbox selects/deselects all records
2. Individual checkbox toggles selection of that row correctly
3. Individual deselection updates the header checkbox state appropriately
4. Selected records are highlighted correctly","1. Header checkbox selected/deselected all records as expected
2. Individual checkbox toggled selection correctly
3. Header checkbox state updated appropriately
4. Selected records highlighted correctly"
TC ID - 253,Verify the checkbox selection works correctly in the States tab.,"1. Navigate to WorkSpace > Extraction > States tab
2. Click the header checkbox to select all records
3. Click an individual row checkbox to deselect a record
4. Observe the checkbox states","1. Header checkbox selects/deselects all records
2. Individual checkbox toggles selection of that row correctly
3. Individual deselection updates the header checkbox state appropriately
4. Selected records are highlighted correctly","1. Header checkbox selected/deselected all records as expected
2. Individual checkbox toggled selection correctly
3. Header checkbox state updated appropriately
4. Selected records highlighted correctly"
TC ID - 254,Verify the checkbox selection works correctly in the Reports tab.,"1. Navigate to WorkSpace > Extraction > Reports tab
2. Click the header checkbox to select all records
3. Click an individual row checkbox to deselect a record
4. Observe the checkbox states","1. Header checkbox selects/deselects all records
2. Individual checkbox toggles selection of that row correctly
3. Individual deselection updates the header checkbox state appropriately
4. Selected records are highlighted correctly","1. Header checkbox selected/deselected all records as expected
2. Individual checkbox toggled selection correctly
3. Header checkbox state updated appropriately
4. Selected records highlighted correctly"
TC ID - 255,Verify the checkbox selection works correctly in the Status Variables tab.,"1. Navigate to WorkSpace > Extraction > Status Variables tab
2. Click the header checkbox to select all records
3. Click an individual row checkbox to deselect a record
4. Observe the checkbox states","1. Header checkbox should select/deselect all records
2. Individual checkbox should toggle selection of that row correctly
3. Individual deselection should update the header checkbox state appropriately
4. Selected records should be highlighted correctly","1. Checkbox selection does not work properly
2. Individual row checkbox selection is not reflected correctly
3. Header checkbox state does not update as expected
4. Selected records are not highlighted correctly"
TC ID - 256,Verify the checkbox selection works correctly in the Data Variables tab.,"1. Navigate to WorkSpace > Extraction > Data Variables tab
2. Click the header checkbox to select all records
3. Click an individual row checkbox to deselect a record
4. Observe the checkbox states","1. Header checkbox should select/deselect all records
2. Individual checkbox should toggle selection of that row correctly
3. Individual deselection should update the header checkbox state appropriately
4. Selected records should be highlighted correctly","1. Checkbox selection does not work properly
2. Individual row checkbox selection is not reflected correctly
3. Header checkbox state does not update as expected
4. Selected records are not highlighted correctly"
TC ID - 257,Verify the checkbox selection works correctly in the Events tab.,"1. Navigate to WorkSpace > Extraction > Events tab
2. Click the header checkbox to select all records
3. Click an individual row checkbox to deselect a record
4. Observe the checkbox states","1. Header checkbox should select/deselect all records
2. Individual checkbox should toggle selection of that row correctly
3. Individual deselection should update the header checkbox state appropriately
4. Selected records should be highlighted correctly","1. Checkbox selection does not work properly
2. Individual row checkbox selection is not reflected correctly
3. Header checkbox state does not update as expected
4. Selected records are not highlighted correctly"
TC ID - 258,Verify the checkbox selection works correctly in the Alarms tab.,"1. Navigate to WorkSpace > Extraction > Alarms tab
2. Click the header checkbox to select all alarm records
3. Click an individual row checkbox to deselect an alarm record
4. Observe the checkbox states","1. Header checkbox should select/deselect all alarm records
2. Individual checkbox should toggle selection of that alarm row correctly
3. Individual deselection should update the header checkbox state appropriately
4. Selected alarm records should be highlighted correctly","1. Checkbox selection does not work properly
2. Individual row checkbox selection is not reflected correctly
3. Header checkbox state does not update as expected
4. Selected records are not highlighted correctly"
TC ID - 259,Verify the SML Definitions page loads successfully.,"1. Login to Brace Link Integration Platform
2. Select project 'TestImplantation' from Current Project dropdown
3. Click on 'WorkSpace' in left navigation menu
4. Click on 'SML Definitions' tab","1. User is logged in successfully
2. Project 'TestImplantation' is selected as Current Project
3. WorkSpace page opens
4. SML Definitions page loads with Upload, Download buttons and SML editor/viewer visible","1. User logged in successfully
2. Project 'TestImplantation' selected as Current Project
3. WorkSpace page opened
4. SML Definitions page loaded with all fields visible"
TC ID - 260,Verify clicking the Upload button opens the file selection dialog.,"1. Navigate to WorkSpace > SML Definitions page
2. Click on 'Upload' button","1. 'Select SML Script to Upload' file dialog opens
2. File type filter shows 'SML Files (*.sml)'","1. 'Select SML Script to Upload' file dialog opened
2. File type filter showed 'SML Files (*.sml)'"
TC ID - 261,Verify the user can browse and select a valid .sml file.,"1. Click on 'Upload' button to open file dialog
2. Browse to the folder containing the .sml file
3. Select the file 'TestImplantation_GeneralGEMTesting.sml'
4. Click 'Open' button","1. File dialog allows browsing to the target folder
2. Only .sml files are listed/selectable as per filter
3. Selected file name populates the 'File name' field
4. File dialog closes on clicking 'Open'","1. File dialog allowed browsing to target folder
2. Only .sml files listed as per filter
3. Selected file name populated the 'File name' field
4. File dialog closed successfully on clicking 'Open'"
TC ID - 262,Verify the uploaded SML file is displayed correctly in the editor/viewer.,"1. Upload a valid .sml file
2. Wait for upload completion
3. Observe the SML content displayed in the right-side editor/viewer panel","1. Upload completes successfully
2. Editor/viewer panel displays the uploaded SML script
3. Content is formatted/readable (e.g. S1F13, S1F15, S1F17, S1F21 message blocks visible)","1. Upload completed successfully
2. Editor/viewer panel displayed the uploaded SML script
3. Content was formatted and readable with correct message blocks visible"
TC ID - 263,Verify the downloaded file is saved with the .sml extension.,"1. Click on 'Download' button on SML Definitions page
2. Save the file to the Downloads folder
3. Navigate to the Downloads folder and check the saved file","1. File download completes without error
2. File is saved with '.sml' extension
3. File name matches 'TestImplantation_GeneralGEMTesting.sml'","1. File download completed without error
2. File saved with '.sml' extension
3. File name matched 'TestImplantation_GeneralGEMTesting.sml'"
TC ID - 264,Verify the Connect button changes to Disconnect after a successful connection.,"1. Enter valid IP Address, Port and Device ID
2. Click on 'Connect' button
3. Observe the button label after connection is established","1. Connection is established successfully
2. Button label changes from 'Connect' to 'Disconnect'
3. Button color/style updates to indicate connected state","1. Connection established successfully
2. Button label changed from 'Connect' to 'Disconnect'
3. Button style updated to indicate connected state"
TC ID - 265,Verify the selected SML file is loaded successfully and the Test Suite Explorer displays all available test cases.,"1. Select 'GeneralGEMTesting' from the SML Files dropdown
2. Click on 'Start' button
3. Observe the 'Test Suite Explorer' panel on the Test Suite tab
4. Expand the 'Communication' node and review the listed test cases","1. SML file loads successfully without error
2. Execution starts
3. 'Test Suite Explorer' displays the 'Communication' group with a count (e.g. 9)
4. All test cases (e.g. Equipment Presence Check, Equipment Status Request, Status Variable Request, Communication Establishment, Offline Mode Request, Online Mode Request, Data Variable Request) are listed with their current status","1. SML file loaded successfully without error
2. Execution started
3. 'Test Suite Explorer' displayed the 'Communication' group with correct count
4. All test cases listed with their current status correctly"
TC ID - 266,"Verify the execution progress, test summary, success rate, elapsed time, and estimated time are updated correctly during execution.","1. Start execution of the selected SML file
2. Observe the 'Overall Progress' percentage as tests run
3. Observe the 'Tests Summary' (Passed/Failed/Not Run) counts
4. Observe the 'Success Rate' circular indicator
5. Observe the 'Elapsed Time' and 'Estimated Time Left' counters","1. Execution starts and progress bar begins moving
2. 'Overall Progress' percentage increases as more tests complete (e.g. 22% -> 44% -> 56% -> 74% -> 100%)
3. 'Tests Summary' Passed/Failed/Not Run counts update in real time
4. 'Success Rate' percentage updates to reflect Passed vs Total executed tests
5. 'Elapsed Time' increases continuously and 'Estimated Time Left' decreases as execution proceeds","1. Execution started and progress bar began moving
2. 'Overall Progress' percentage increased as more tests completed
3. 'Tests Summary' Passed/Failed/Not Run counts updated in real time
4. 'Success Rate' percentage updated to reflect Passed vs Total executed tests
5. 'Elapsed Time' increased continuously and 'Estimated Time Left' decreased as execution proceeded"
TC ID - 267,Verify the Current Test Details and Execution Flow display the correct SECS/GEM transaction information for the executing test case.,"1. Start execution of an SML file
2. Observe the 'Current Test Detail' panel while a test case is executing
3. Observe the 'Execution Flow' panel (Send, Wait Response, Validate steps)","1. 'Current Test Detail' panel shows the correct Test Case name (e.g. 'S1F15 W - Offline Mode Request') and Direction (e.g. 'Host -> Equipment')
2. 'Execution Flow' panel shows the correct sequence of steps: Send <message>, Wait Response, Validate <expected reply>
3. Each step in the Execution Flow is marked complete (checkmark) as it finishes","1. 'Current Test Detail' panel showed the correct Test Case name and Direction
2. 'Execution Flow' panel showed the correct sequence of steps: Send, Wait Response, Validate
3. Each step in the Execution Flow marked complete as it finished"
TC ID - 268,Verify the SECS Log displays transmitted and received SECS/GEM messages clearly and in a readable format during execution.,"1. Start execution of an SML file
2. Click on the 'SECS Log' tab
3. Observe the 'SECS/GEM Transaction Console' entries
4. Scroll through the log to review TX and RX message blocks","1. 'SECS Log' tab opens and displays the 'SECS/GEM Transaction Console'
2. TX messages display the message name (e.g. S2F15 W), status tag (e.g. WAIT REPLY) and full SECS-II body clearly formatted
3. RX messages display the response status/result (e.g. Status, Result) with a timestamp
4. Log entries are readable, correctly formatted and scrollable without truncation or overlap","1. Log entries are not always readable; some transmitted/received message blocks appear misaligned or unclear
2. Status/result values are shown but formatting is inconsistent between entries
3. Timestamps display correctly
4. Scrolling works but content readability is affected"
TC ID - 269,Verify the Report tab generates the execution report after test completion.,"1. Complete execution of the selected SML file (Overall Progress reaches 100%)
2. Click on the 'Report' tab
3. Observe the 'Execution Reports' section and its table (SML File, Generated Time, Device, Total, Pass, Fail, Status)","1. 'Report' tab opens successfully
2. 'Execution Reports' section displays a generated report row corresponding to the completed execution
3. Report row shows correct SML File name, Generated Time, Device, Total, Pass, Fail counts and Status","1. 'Report' tab opened successfully
2. 'Execution Reports' section did not display a generated report row after execution completed
3. Report table remained empty with no data populated"
TC ID - 270,Verify clicking the Upload Summaries button uploads or generates the execution summary successfully.,"1. Navigate to the 'Report' tab after execution completes
2. Click on the 'Upload Summaries' button
3. Observe any confirmation message or updated report table","1. Clicking 'Upload Summaries' triggers the upload/generation process
2. A success confirmation is shown to the user
3. The execution summary is generated/uploaded and reflected in the report table","1. Clicking 'Upload Summaries' did not trigger a visible upload/generation process
2. No success confirmation was shown to the user
3. Report table remained empty with no summary reflected"
TC ID - 271,"Verify the Report Overview page displays dynamically updated execution statistics, execution history, logs, and test results after execution completes.","1. Complete execution of the selected SML file
2. Click on the 'Report Overview' tab
3. Observe the 'Tool Reports' section (Total, Passed, Failed, Running)
4. Observe the 'Execution History' and 'Scripts' panels
5. Click on 'Test Results', 'SECS Logs' and 'Raw JSON' sub-tabs","1. 'Report Overview' tab opens and displays 'Tool Reports' for the correct Tool ID (e.g. Tool: 1001)
2. 'Total', 'Passed', 'Failed' and 'Running' cards display correct counts matching the completed execution
3. 'Execution History' panel lists past execution runs
4. 'Scripts' panel lists the relevant scripts
5. 'Test Results', 'SECS Logs' and 'Raw JSON' sub-tabs display corresponding data correctly","1. 'Report Overview' tab opened and displayed 'Tool Reports' for the correct Tool ID
2. 'Total', 'Passed', 'Failed' and 'Running' cards remained empty/blank instead of showing counts
3. 'Execution History' panel remained empty with no past runs listed
4. 'Scripts' panel remained empty
5. 'Test Results', 'SECS Logs' and 'Raw JSON' sub-tabs did not display any data"
TC ID - 272,Verify the Knowledge Base returns accurate responses for user queries based on the uploaded documents.,"1. Navigate to 'Knowledge Base' page
2. Type the query 'Is there svids?' in the chat input and send
3. Type the query 'what tool is this' and send
4. Type the query 'who is the vendor' and send
5. Type the query 'metion the name of the vendor' and send","1. Knowledge Base page loads with the HiCore Knowledge Assistant chat window
2. Assistant responds with SVID details citing the source document (e.g. SVID_1, SVID_2, 1051-Arc Current, with source imp_he2000_user_manual.pdf and page numbers)
3. Assistant responds with the correct tool name (IMP-HE2000) with source citation
4. Assistant responds with the correct vendor name (PrecisionBeam Technologies) with source citation
5. Assistant responds again with the correct vendor name when rephrased, with source citation","1. Knowledge Base page loaded with the HiCore Knowledge Assistant chat window
2. Assistant responded with SVID details citing the correct source document and page numbers
3. Assistant responded with the correct tool name (IMP-HE2000) with source citation
4. Assistant responded with the correct vendor name (PrecisionBeam Technologies) with source citation
5. Assistant responded again with the correct vendor name when rephrased, with source citation"
TC ID - 273,Verify the Delete button in the Knowledge Base removes the selected chat/conversation successfully.,"1. Navigate to 'Knowledge Base' page with an existing conversation
2. Click on the 'Delete' (trash) icon next to the chat input
3. Confirm deletion if a confirmation prompt appears
4. Observe the chat window after deletion","1. Delete icon is clickable and responsive
2. Confirmation prompt (if any) is displayed correctly
3. Selected chat/conversation is removed successfully
4. Chat window is cleared/reset after deletion","1. Delete icon was clickable and responsive
2. Confirmation prompt displayed correctly
3. Selected chat/conversation removed successfully
4. Chat window cleared/reset after deletion"
TC ID - 274,Verify MES Family dropdown is displayed and selectable.,"1. Navigate to the Smart Mapping page
2. Click on the 'MES Family' dropdown
3. Select an available option such as 'FactoryWorks', 'FAB300', 'PROMIS' or 'Camstar'","1. Smart Mapping page displays the MES Family dropdown
2. Dropdown expands showing all available MES Family options
3. User can select any available MES Family (FactoryWorks, FAB300, PROMIS, Camstar, etc.) and the selection is reflected in the field","1. Smart Mapping page displayed the MES Family dropdown as expected
2. Dropdown expanded showing all available MES Family options
3. User was able to select any available MES Family and the selection was reflected in the field correctly"
TC ID - 275,Verify Template dropdown displays the correct template.,"1. Select a MES Family from the dropdown
2. Observe the 'Template' dropdown/field
3. Click on the Template dropdown to view available options","1. MES Family is selected successfully
2. STANDARD_EVENT_MODEL.json is displayed as the corresponding template
3. STANDARD_EVENT_MODEL.json is selectable from the Template dropdown","1. MES Family selected successfully
2. STANDARD_EVENT_MODEL.json displayed as the corresponding template
3. STANDARD_EVENT_MODEL.json was selectable from the Template dropdown as expected"
TC ID - 276,"Verify Event, Alarm, Variable, and Payload tables before Auto Map.","1. Select a MES Family and load the STANDARD_EVENT_MODEL.json template
2. Navigate through the Event, Alarm, Variable and Payload tabs one by one
3. Observe the mapping table content on each tab before clicking Auto Map","1. MES Family and template load successfully
2. Each of the four tabs (Event, Alarm, Variable, Payload) opens without error
3. All mapping tables are empty before Auto Map is triggered","1. MES Family and template loaded successfully
2. Each of the four tabs opened without error
3. All mapping tables were empty before Auto Map, as expected"
TC ID - 277,Verify Payload tab after Auto Map.,"1. Click 'Auto Map' to populate the Event mappings
2. Navigate to the 'Payload' tab
3. Select a payload from the list and review its fields","1. Auto Map completes successfully for Events
2. Payload tab opens and displays the list of payloads
3. Payload list and fields are displayed correctly, with selecting a payload showing its corresponding fields","1. Auto Map completed successfully for Events
2. Payload tab opened and displayed the list of payloads
3. Payload list and fields were displayed correctly as expected"
TC ID - 278,Verify Auto Map status message.,"1. Click the 'Auto Map' button
2. Wait for the mapping process to complete
3. Observe the status message displayed on the page","1. Auto Map request is triggered
2. Mapping process completes successfully
3. Status changes to 'Events Auto Mapping Completed' or an appropriate completion message","1. Auto Map request triggered successfully
2. Mapping process completed successfully
3. Status changed to 'Events Auto Mapping Completed' as expected"
TC ID - 279,Verify Event tab Enable checkbox functionality.,"1. Navigate to the Event tab after Auto Map has populated the mapping data
2. Click the 'Enable' checkbox for a specific event record to uncheck it
3. Click the checkbox again to re-check it","1. Event tab displays mapped records each with an Enable checkbox, checked by default
2. Checkbox toggles to unchecked state for that event record
3. User should be able to check/uncheck the Enable checkbox successfully","1. Event tab displayed mapped records each with an Enable checkbox, checked by default
2. Clicking the Enable checkbox did not update its state
3. Enable checkbox was not working; user could not check/uncheck the checkbox"
TC ID - 280,Verify Alarm tab Enable checkbox functionality.,"1. Navigate to the Alarm tab with available records
2. Click the 'Enable' checkbox for a specific alarm record to uncheck it
3. Click the checkbox again to re-check it","1. Alarm tab displays records each with an Enable checkbox
2. Checkbox toggles to unchecked state for that alarm record
3. User should be able to check/uncheck the Enable checkbox successfully","1. Alarm tab displayed records each with an Enable checkbox
2. Clicking the Enable checkbox did not update its state
3. Enable checkbox was not working; user could not check/uncheck the checkbox"
TC ID - 281,Verify Variable tab Enable checkbox functionality.,"1. Navigate to the Variable tab with available records
2. Click the 'Enable' checkbox for a specific variable record to uncheck it
3. Click the checkbox again to re-check it","1. Variable tab displays records each with an Enable checkbox
2. Checkbox toggles to unchecked state for that variable record
3. User should be able to check/uncheck the Enable checkbox successfully","1. Variable tab displayed records each with an Enable checkbox
2. Clicking the Enable checkbox did not update its state
3. Enable checkbox was not working; user could not check/uncheck the checkbox"
TC ID - 282,Verify Payload selection.,"1. Navigate to the 'Payload' tab on the Smart Mapping page
2. Select the first payload from the list and review the displayed fields
3. Select a different payload from the list and review the displayed fields","1. Payload tab opens and displays the full list of payloads
2. Selecting the first payload displays its correct mapped fields
3. Selecting each subsequent payload displays the correct mapped fields corresponding to that payload","1. Payload tab opened and displayed the full list of payloads
2. Selecting the first payload displayed its correct mapped fields
3. Selecting each subsequent payload displayed the correct mapped fields corresponding to that payload"
TC ID - 283,Select ConnectionConfig.json.,"1. Navigate to the Smart Code Generator screen
2. Expand the 'Configuration' folder in Project Explorer
3. Click on 'ConnectionConfig.json'","1. Project Explorer displays the Configuration folder with all configuration files
2. Configuration folder is expanded showing ConnectionConfig.json
3. ConnectionConfig.json content should be displayed and highlighted in Project Explorer","1. Project Explorer displayed the Configuration folder with all configuration files
2. Configuration folder expanded showing ConnectionConfig.json
3. Content changes correctly, but the blue selection highlight does not move"
